user_id,device,group,converted
21000,Desktop,Treatment,0
21001,Desktop,Control,0
21002,Desktop,Treatment,0
21003,Desktop,Control,0
21004,Desktop,Control,0
21005,Desktop,Control,0
21006,Desktop,Control,0
21007,Mobile,Treatment,0
21008,Desktop,Treatment,0
21009,Desktop,Control,0
21010,Desktop,Treatment,0
21011,Desktop,Control,0
21012,Desktop,Treatment,1
21013,Mobile,Control,0
21014,Desktop,Control,0
21015,Desktop,Control,1
21016,Desktop,Control,0
21017,Desktop,Control,0
21018,Desktop,Treatment,0
21019,Desktop,Treatment,0
21020,Mobile,Treatment,0
21021,Desktop,Treatment,0
21022,Desktop,Control,0
21023,Desktop,Control,0
21024,Desktop,Treatment,0
21025,Mobile,Control,0
21026,Mobile,Treatment,0
21027,Desktop,Treatment,0
21028,Desktop,Treatment,0
21029,Desktop,Treatment,0
21030,Desktop,Control,0
21031,Desktop,Treatment,0
21032,Mobile,Control,0
21033,Desktop,Control,1
21034,Desktop,Treatment,0
21035,Desktop,Control,0
21036,Desktop,Control,0
21037,Desktop,Treatment,1
21038,Desktop,Treatment,0
21039,Desktop,Treatment,0
21040,Desktop,Control,0
21041,Desktop,Treatment,0
21042,Desktop,Treatment,0
21043,Mobile,Treatment,0
21044,Mobile,Control,0
21045,Mobile,Treatment,0
21046,Desktop,Treatment,0
21047,Desktop,Control,0
21048,Desktop,Treatment,0
21049,Mobile,Control,0
21050,Desktop,Control,0
21051,Desktop,Treatment,1
21052,Desktop,Treatment,0
21053,Desktop,Control,0
21054,Desktop,Treatment,0
21055,Desktop,Treatment,1
21056,Desktop,Treatment,0
21057,Mobile,Treatment,0
21058,Desktop,Control,1
21059,Mobile,Control,0
21060,Desktop,Treatment,0
21061,Desktop,Treatment,0
21062,Desktop,Treatment,0
21063,Desktop,Treatment,0
21064,Desktop,Control,0
21065,Desktop,Control,0
21066,Desktop,Control,0
21067,Desktop,Treatment,0
21068,Desktop,Control,0
21069,Desktop,Treatment,0
21070,Desktop,Control,0
21071,Desktop,Treatment,0
21072,Desktop,Treatment,0
21073,Desktop,Control,1
21074,Desktop,Treatment,0
21075,Desktop,Treatment,1
21076,Desktop,Control,0
21077,Desktop,Treatment,0
21078,Desktop,Treatment,1
21079,Desktop,Treatment,0
21080,Desktop,Control,0
21081,Mobile,Treatment,0
21082,Desktop,Control,0
21083,Desktop,Control,0
21084,Mobile,Control,1
21085,Desktop,Control,0
21086,Desktop,Control,0
21087,Mobile,Treatment,0
21088,Mobile,Control,0
21089,Desktop,Treatment,0
21090,Desktop,Control,0
21091,Desktop,Control,0
21092,Desktop,Control,0
21093,Desktop,Control,0
21094,Desktop,Control,1
21095,Mobile,Control,0
21096,Desktop,Treatment,0
21097,Desktop,Treatment,0
21098,Desktop,Control,0
21099,Desktop,Control,0
21100,Desktop,Control,0
21101,Desktop,Control,0
21102,Desktop,Treatment,0
21103,Desktop,Treatment,1
21104,Desktop,Treatment,0
21105,Desktop,Treatment,0
21106,Desktop,Control,0
21107,Desktop,Control,0
21108,Desktop,Control,0
21109,Desktop,Control,0
21110,Desktop,Treatment,0
21111,Mobile,Treatment,0
21112,Desktop,Treatment,0
21113,Desktop,Control,0
21114,Desktop,Control,0
21115,Desktop,Control,0
21116,Desktop,Control,0
21117,Desktop,Treatment,0
21118,Mobile,Control,0
21119,Desktop,Control,0
21120,Desktop,Treatment,0
21121,Desktop,Treatment,0
21122,Desktop,Control,1
21123,Desktop,Treatment,0
21124,Desktop,Control,0
21125,Mobile,Control,0
21126,Mobile,Control,0
21127,Desktop,Treatment,0
21128,Desktop,Treatment,0
21129,Desktop,Control,0
21130,Desktop,Treatment,0
21131,Mobile,Control,0
21132,Desktop,Control,0
21133,Desktop,Control,0
21134,Desktop,Control,0
21135,Desktop,Treatment,1
21136,Desktop,Control,0
21137,Mobile,Treatment,0
21138,Desktop,Treatment,0
21139,Desktop,Treatment,0
21140,Desktop,Control,0
21141,Desktop,Control,0
21142,Desktop,Control,0
21143,Desktop,Treatment,0
21144,Desktop,Treatment,0
21145,Desktop,Treatment,0
21146,Desktop,Control,0
21147,Desktop,Treatment,0
21148,Desktop,Treatment,0
21149,Mobile,Treatment,0
21150,Desktop,Control,0
21151,Desktop,Control,0
21152,Mobile,Treatment,0
21153,Desktop,Control,0
21154,Desktop,Control,0
21155,Desktop,Treatment,0
21156,Desktop,Treatment,0
21157,Desktop,Treatment,0
21158,Desktop,Control,0
21159,Mobile,Treatment,0
21160,Desktop,Treatment,0
21161,Desktop,Treatment,0
21162,Desktop,Treatment,1
21163,Desktop,Treatment,0
21164,Desktop,Treatment,0
21165,Desktop,Control,0
21166,Desktop,Control,0
21167,Desktop,Treatment,0
21168,Desktop,Control,0
21169,Mobile,Treatment,0
21170,Desktop,Control,0
21171,Mobile,Control,1
21172,Desktop,Treatment,0
21173,Desktop,Control,0
21174,Desktop,Treatment,0
21175,Mobile,Control,0
21176,Desktop,Treatment,0
21177,Desktop,Control,0
21178,Desktop,Control,0
21179,Desktop,Treatment,0
21180,Desktop,Treatment,0
21181,Desktop,Treatment,0
21182,Mobile,Control,0
21183,Desktop,Treatment,0
21184,Desktop,Treatment,0
21185,Desktop,Treatment,0
21186,Desktop,Treatment,0
21187,Desktop,Control,1
21188,Desktop,Control,0
21189,Desktop,Treatment,0
21190,Mobile,Treatment,0
21191,Desktop,Control,0
21192,Desktop,Control,0
21193,Desktop,Treatment,0
21194,Desktop,Treatment,1
21195,Mobile,Control,0
21196,Desktop,Treatment,0
21197,Mobile,Treatment,0
21198,Desktop,Treatment,0
21199,Desktop,Treatment,0
21200,Desktop,Control,0
21201,Desktop,Control,0
21202,Desktop,Control,0
21203,Mobile,Treatment,0
21204,Desktop,Control,0
21205,Desktop,Treatment,0
21206,Desktop,Treatment,0
21207,Desktop,Control,0
21208,Desktop,Treatment,0
21209,Desktop,Control,1
21210,Desktop,Control,0
21211,Desktop,Treatment,1
21212,Desktop,Treatment,0
21213,Desktop,Treatment,0
21214,Mobile,Treatment,0
21215,Desktop,Control,0
21216,Desktop,Treatment,0
21217,Desktop,Treatment,0
21218,Mobile,Control,0
21219,Mobile,Treatment,0
21220,Mobile,Treatment,0
21221,Desktop,Treatment,0
21222,Desktop,Control,0
21223,Mobile,Treatment,0
21224,Desktop,Treatment,0
21225,Desktop,Treatment,0
21226,Mobile,Control,0
21227,Desktop,Control,0
21228,Desktop,Control,0
21229,Desktop,Control,0
21230,Desktop,Control,0
21231,Desktop,Control,0
21232,Desktop,Treatment,0
21233,Desktop,Treatment,0
21234,Desktop,Treatment,1
21235,Desktop,Control,0
21236,Desktop,Control,0
21237,Desktop,Control,0
21238,Desktop,Control,0
21239,Desktop,Control,0
21240,Desktop,Control,0
21241,Mobile,Control,0
21242,Desktop,Treatment,1
21243,Desktop,Treatment,0
21244,Desktop,Treatment,0
21245,Desktop,Control,0
21246,Mobile,Treatment,0
21247,Mobile,Control,0
21248,Desktop,Treatment,0
21249,Desktop,Treatment,1
21250,Desktop,Treatment,0
21251,Desktop,Treatment,0
21252,Desktop,Control,0
21253,Desktop,Treatment,0
21254,Desktop,Treatment,0
21255,Desktop,Treatment,0
21256,Desktop,Treatment,0
21257,Desktop,Control,1
21258,Desktop,Treatment,0
21259,Desktop,Treatment,0
21260,Mobile,Control,0
21261,Desktop,Treatment,0
21262,Desktop,Treatment,0
21263,Mobile,Control,0
21264,Mobile,Control,0
21265,Desktop,Control,0
21266,Desktop,Control,0
21267,Desktop,Control,0
21268,Desktop,Control,0
21269,Mobile,Treatment,0
21270,Desktop,Control,0
21271,Desktop,Control,1
21272,Desktop,Control,0
21273,Desktop,Control,0
21274,Desktop,Treatment,0
21275,Desktop,Control,0
21276,Desktop,Treatment,0
21277,Desktop,Treatment,0
21278,Desktop,Control,0
21279,Desktop,Treatment,1
21280,Desktop,Control,0
21281,Desktop,Control,1
21282,Desktop,Treatment,0
21283,Desktop,Treatment,0
21284,Mobile,Control,0
21285,Desktop,Control,0
21286,Mobile,Treatment,0
21287,Desktop,Control,0
21288,Desktop,Control,0
21289,Desktop,Control,0
21290,Desktop,Control,0
21291,Mobile,Control,0
21292,Desktop,Control,0
21293,Desktop,Control,0
21294,Desktop,Treatment,0
21295,Mobile,Treatment,0
21296,Desktop,Treatment,0
21297,Desktop,Control,0
21298,Desktop,Control,0
21299,Desktop,Treatment,0
21300,Desktop,Control,0
21301,Desktop,Control,0
21302,Mobile,Treatment,0
21303,Mobile,Treatment,0
21304,Desktop,Control,0
21305,Desktop,Control,0
21306,Desktop,Treatment,0
21307,Desktop,Treatment,0
21308,Desktop,Control,0
21309,Mobile,Control,0
21310,Mobile,Control,0
21311,Desktop,Treatment,1
21312,Mobile,Treatment,1
21313,Mobile,Treatment,0
21314,Desktop,Treatment,0
21315,Desktop,Control,0
21316,Desktop,Control,0
21317,Desktop,Control,1
21318,Desktop,Control,0
21319,Desktop,Treatment,1
21320,Desktop,Control,0
21321,Desktop,Control,1
21322,Desktop,Control,0
21323,Desktop,Treatment,0
21324,Mobile,Control,0
21325,Desktop,Treatment,0
21326,Desktop,Control,0
21327,Mobile,Control,0
21328,Mobile,Control,0
21329,Desktop,Treatment,0
21330,Mobile,Treatment,0
21331,Desktop,Treatment,0
21332,Desktop,Treatment,0
21333,Desktop,Treatment,0
21334,Desktop,Control,0
21335,Desktop,Treatment,0
21336,Desktop,Treatment,0
21337,Desktop,Treatment,0
21338,Desktop,Treatment,0
21339,Desktop,Control,0
21340,Desktop,Control,0
21341,Desktop,Control,0
21342,Desktop,Treatment,0
21343,Desktop,Control,0
21344,Desktop,Control,0
21345,Desktop,Control,0
21346,Desktop,Treatment,0
21347,Mobile,Control,0
21348,Mobile,Control,0
21349,Mobile,Control,0
21350,Desktop,Control,0
21351,Desktop,Control,0
21352,Desktop,Treatment,0
21353,Mobile,Treatment,0
21354,Desktop,Treatment,0
21355,Desktop,Treatment,0
21356,Desktop,Control,0
21357,Desktop,Control,0
21358,Desktop,Treatment,0
21359,Desktop,Control,0
21360,Mobile,Treatment,0
21361,Desktop,Control,0
21362,Desktop,Control,0
21363,Desktop,Treatment,1
21364,Desktop,Control,0
21365,Desktop,Control,0
21366,Desktop,Control,1
21367,Desktop,Treatment,1
21368,Desktop,Control,0
21369,Desktop,Treatment,0
21370,Desktop,Control,0
21371,Desktop,Treatment,1
21372,Mobile,Treatment,0
21373,Desktop,Treatment,0
21374,Desktop,Treatment,0
21375,Desktop,Control,0
21376,Desktop,Control,0
21377,Desktop,Treatment,1
21378,Desktop,Control,0
21379,Desktop,Control,0
21380,Mobile,Control,0
21381,Desktop,Control,0
21382,Desktop,Treatment,0
21383,Desktop,Treatment,1
21384,Desktop,Control,0
21385,Desktop,Treatment,0
21386,Desktop,Treatment,0
21387,Mobile,Control,0
21388,Desktop,Control,1
21389,Desktop,Control,0
21390,Desktop,Treatment,0
21391,Desktop,Control,0
21392,Desktop,Treatment,0
21393,Mobile,Treatment,0
21394,Mobile,Treatment,0
21395,Mobile,Treatment,0
21396,Desktop,Control,0
21397,Desktop,Treatment,0
21398,Desktop,Treatment,0
21399,Mobile,Treatment,0
21400,Desktop,Treatment,0
21401,Desktop,Treatment,0
21402,Desktop,Treatment,0
21403,Desktop,Treatment,0
21404,Desktop,Control,1
21405,Desktop,Control,0
21406,Mobile,Treatment,0
21407,Mobile,Control,0
21408,Desktop,Treatment,0
21409,Mobile,Control,1
21410,Desktop,Treatment,0
21411,Mobile,Control,0
21412,Desktop,Control,0
21413,Desktop,Treatment,0
21414,Desktop,Treatment,0
21415,Desktop,Treatment,0
21416,Desktop,Control,0
21417,Desktop,Treatment,0
21418,Mobile,Treatment,0
21419,Desktop,Treatment,0
21420,Desktop,Treatment,0
21421,Desktop,Treatment,0
21422,Desktop,Treatment,0
21423,Desktop,Control,0
21424,Desktop,Control,0
21425,Desktop,Treatment,0
21426,Desktop,Treatment,0
21427,Desktop,Control,0
21428,Desktop,Control,0
21429,Desktop,Control,0
21430,Desktop,Treatment,0
21431,Mobile,Treatment,0
21432,Mobile,Control,0
21433,Desktop,Control,1
21434,Desktop,Treatment,0
21435,Desktop,Control,0
21436,Desktop,Control,0
21437,Desktop,Control,1
21438,Mobile,Treatment,0
21439,Desktop,Control,0
21440,Desktop,Treatment,0
21441,Desktop,Treatment,0
21442,Desktop,Treatment,0
21443,Desktop,Control,0
21444,Desktop,Treatment,0
21445,Desktop,Control,0
21446,Desktop,Treatment,0
21447,Mobile,Control,0
21448,Desktop,Control,0
21449,Mobile,Treatment,0
21450,Desktop,Treatment,0
21451,Mobile,Control,0
21452,Desktop,Control,0
21453,Desktop,Treatment,0
21454,Mobile,Treatment,0
21455,Desktop,Control,0
21456,Desktop,Control,0
21457,Desktop,Control,0
21458,Desktop,Control,1
21459,Desktop,Control,0
21460,Desktop,Control,0
21461,Desktop,Treatment,0
21462,Desktop,Control,0
21463,Desktop,Control,1
21464,Desktop,Treatment,0
21465,Desktop,Treatment,0
21466,Mobile,Treatment,0
21467,Desktop,Treatment,0
21468,Desktop,Control,0
21469,Desktop,Control,0
21470,Desktop,Control,0
21471,Desktop,Control,1
21472,Desktop,Treatment,0
21473,Desktop,Control,0
21474,Mobile,Treatment,0
21475,Desktop,Treatment,0
21476,Desktop,Control,0
21477,Desktop,Treatment,0
21478,Desktop,Treatment,1
21479,Desktop,Control,0
21480,Desktop,Treatment,0
21481,Desktop,Control,1
21482,Desktop,Control,0
21483,Desktop,Control,1
21484,Desktop,Treatment,1
21485,Mobile,Control,0
21486,Mobile,Treatment,0
21487,Desktop,Treatment,0
21488,Desktop,Control,0
21489,Desktop,Treatment,0
21490,Desktop,Control,0
21491,Desktop,Control,0
21492,Desktop,Control,0
21493,Desktop,Treatment,1
21494,Mobile,Control,0
21495,Desktop,Treatment,0
21496,Desktop,Control,0
21497,Desktop,Treatment,0
21498,Mobile,Control,0
21499,Desktop,Treatment,0
21500,Mobile,Treatment,0
21501,Desktop,Control,0
21502,Desktop,Control,0
21503,Mobile,Control,0
21504,Desktop,Control,0
21505,Mobile,Treatment,0
21506,Desktop,Treatment,1
21507,Mobile,Treatment,0
21508,Desktop,Control,0
21509,Desktop,Control,0
21510,Desktop,Treatment,0
21511,Desktop,Treatment,0
21512,Mobile,Treatment,0
21513,Desktop,Control,0
21514,Desktop,Treatment,0
21515,Desktop,Control,1
21516,Desktop,Control,0
21517,Desktop,Control,0
21518,Desktop,Control,0
21519,Desktop,Control,0
21520,Mobile,Treatment,0
21521,Desktop,Control,0
21522,Mobile,Control,0
21523,Desktop,Treatment,0
21524,Desktop,Control,0
21525,Desktop,Treatment,0
21526,Desktop,Treatment,0
21527,Desktop,Treatment,1
21528,Mobile,Control,0
21529,Desktop,Control,0
21530,Desktop,Control,1
21531,Desktop,Control,0
21532,Desktop,Treatment,0
21533,Desktop,Treatment,0
21534,Mobile,Control,0
21535,Desktop,Treatment,1
21536,Mobile,Treatment,0
21537,Desktop,Treatment,0
21538,Desktop,Treatment,0
21539,Desktop,Control,0
21540,Mobile,Treatment,0
21541,Desktop,Treatment,0
21542,Desktop,Treatment,0
21543,Mobile,Treatment,0
21544,Desktop,Control,0
21545,Mobile,Control,0
21546,Mobile,Control,0
21547,Desktop,Control,0
21548,Mobile,Control,0
21549,Desktop,Treatment,0
21550,Desktop,Control,0
21551,Desktop,Control,0
21552,Desktop,Treatment,0
21553,Desktop,Treatment,0
21554,Desktop,Treatment,0
21555,Desktop,Treatment,0
21556,Desktop,Control,0
21557,Desktop,Treatment,0
21558,Desktop,Treatment,0
21559,Mobile,Treatment,0
21560,Desktop,Control,0
21561,Desktop,Control,1
21562,Desktop,Control,0
21563,Desktop,Control,0
21564,Desktop,Treatment,1
21565,Desktop,Treatment,0
21566,Desktop,Control,0
21567,Desktop,Control,0
21568,Desktop,Control,0
21569,Desktop,Treatment,0
21570,Mobile,Control,0
21571,Desktop,Treatment,0
21572,Desktop,Treatment,1
21573,Desktop,Control,0
21574,Desktop,Treatment,0
21575,Mobile,Control,0
21576,Desktop,Treatment,0
21577,Desktop,Control,0
21578,Desktop,Treatment,1
21579,Desktop,Control,1
21580,Desktop,Treatment,0
21581,Mobile,Control,0
21582,Desktop,Treatment,0
21583,Desktop,Treatment,0
21584,Desktop,Treatment,0
21585,Desktop,Treatment,1
21586,Desktop,Treatment,0
21587,Desktop,Treatment,1
21588,Desktop,Treatment,1
21589,Desktop,Control,0
21590,Desktop,Treatment,0
21591,Desktop,Treatment,0
21592,Desktop,Treatment,0
21593,Desktop,Control,0
21594,Desktop,Treatment,0
21595,Desktop,Control,0
21596,Mobile,Control,0
21597,Mobile,Control,0
21598,Mobile,Control,0
21599,Mobile,Control,0
21600,Desktop,Control,0
21601,Mobile,Control,0
21602,Mobile,Control,0
21603,Desktop,Control,1
21604,Desktop,Treatment,1
21605,Desktop,Control,0
21606,Mobile,Control,0
21607,Desktop,Treatment,0
21608,Mobile,Control,0
21609,Desktop,Control,0
21610,Desktop,Control,0
21611,Desktop,Treatment,0
21612,Mobile,Control,0
21613,Desktop,Treatment,0
21614,Mobile,Treatment,0
21615,Desktop,Treatment,0
21616,Desktop,Control,0
21617,Desktop,Treatment,0
21618,Desktop,Treatment,0
21619,Desktop,Control,0
21620,Desktop,Control,0
21621,Desktop,Treatment,0
21622,Desktop,Treatment,0
21623,Mobile,Control,0
21624,Desktop,Control,0
21625,Desktop,Control,0
21626,Desktop,Treatment,1
21627,Mobile,Control,1
21628,Mobile,Control,0
21629,Desktop,Treatment,0
21630,Mobile,Treatment,0
21631,Mobile,Control,0
21632,Desktop,Treatment,0
21633,Desktop,Control,0
21634,Desktop,Control,0
21635,Desktop,Control,0
21636,Desktop,Treatment,0
21637,Desktop,Control,0
21638,Desktop,Control,0
21639,Mobile,Treatment,0
21640,Desktop,Control,0
21641,Mobile,Treatment,0
21642,Desktop,Treatment,0
21643,Desktop,Control,0
21644,Desktop,Control,0
21645,Desktop,Control,0
21646,Mobile,Control,0
21647,Mobile,Treatment,0
21648,Desktop,Control,0
21649,Mobile,Treatment,0
21650,Desktop,Treatment,0
21651,Desktop,Treatment,0
21652,Desktop,Treatment,0
21653,Desktop,Control,0
21654,Desktop,Control,0
21655,Desktop,Treatment,0
21656,Desktop,Control,0
21657,Desktop,Control,0
21658,Desktop,Treatment,0
21659,Mobile,Treatment,0
21660,Desktop,Control,0
21661,Desktop,Treatment,0
21662,Desktop,Control,1
21663,Desktop,Treatment,0
21664,Desktop,Treatment,0
21665,Desktop,Treatment,0
21666,Mobile,Control,0
21667,Mobile,Control,0
21668,Desktop,Treatment,1
21669,Desktop,Treatment,0
21670,Desktop,Control,0
21671,Desktop,Treatment,0
21672,Desktop,Treatment,1
21673,Desktop,Treatment,1
21674,Desktop,Treatment,0
21675,Desktop,Control,0
21676,Mobile,Treatment,0
21677,Desktop,Treatment,1
21678,Desktop,Control,0
21679,Desktop,Treatment,0
21680,Desktop,Treatment,1
21681,Desktop,Treatment,0
21682,Mobile,Treatment,0
21683,Desktop,Control,0
21684,Desktop,Control,0
21685,Desktop,Control,0
21686,Desktop,Treatment,0
21687,Desktop,Control,0
21688,Mobile,Control,0
21689,Desktop,Control,0
21690,Desktop,Treatment,0
21691,Mobile,Control,0
21692,Desktop,Control,0
21693,Desktop,Treatment,0
21694,Desktop,Control,0
21695,Desktop,Treatment,0
21696,Mobile,Control,0
21697,Desktop,Control,0
21698,Mobile,Control,0
21699,Desktop,Control,0
21700,Mobile,Control,0
21701,Desktop,Treatment,0
21702,Mobile,Control,0
21703,Mobile,Control,0
21704,Desktop,Control,0
21705,Desktop,Control,0
21706,Desktop,Treatment,0
21707,Mobile,Control,0
21708,Desktop,Treatment,0
21709,Desktop,Treatment,0
21710,Mobile,Treatment,0
21711,Desktop,Control,0
21712,Desktop,Treatment,0
21713,Mobile,Treatment,0
21714,Desktop,Treatment,0
21715,Desktop,Control,0
21716,Desktop,Control,1
21717,Desktop,Control,0
21718,Desktop,Treatment,0
21719,Desktop,Treatment,0
21720,Desktop,Control,0
21721,Desktop,Treatment,0
21722,Desktop,Control,0
21723,Desktop,Control,0
21724,Desktop,Treatment,0
21725,Desktop,Treatment,0
21726,Desktop,Control,0
21727,Desktop,Control,0
21728,Mobile,Treatment,0
21729,Desktop,Treatment,0
21730,Desktop,Treatment,0
21731,Mobile,Control,0
21732,Mobile,Control,0
21733,Desktop,Control,0
21734,Mobile,Treatment,0
21735,Desktop,Control,0
21736,Desktop,Control,0
21737,Desktop,Control,0
21738,Desktop,Treatment,0
21739,Desktop,Control,0
21740,Desktop,Treatment,0
21741,Desktop,Control,0
21742,Desktop,Treatment,0
21743,Desktop,Control,0
21744,Desktop,Treatment,0
21745,Desktop,Treatment,0
21746,Mobile,Treatment,1
21747,Desktop,Control,0
21748,Desktop,Treatment,0
21749,Desktop,Control,0
21750,Desktop,Treatment,0
21751,Desktop,Control,0
21752,Desktop,Treatment,0
21753,Desktop,Control,0
21754,Desktop,Control,0
21755,Desktop,Control,0
21756,Desktop,Control,0
21757,Mobile,Treatment,0
21758,Desktop,Control,0
21759,Desktop,Treatment,0
21760,Desktop,Control,0
21761,Mobile,Control,0
21762,Desktop,Control,0
21763,Desktop,Control,0
21764,Desktop,Control,0
21765,Desktop,Control,0
21766,Mobile,Control,1
21767,Mobile,Control,0
21768,Desktop,Treatment,0
21769,Desktop,Treatment,0
21770,Desktop,Control,1
21771,Desktop,Control,0
21772,Mobile,Control,0
21773,Desktop,Treatment,0
21774,Desktop,Control,0
21775,Desktop,Control,0
21776,Desktop,Control,0
21777,Mobile,Treatment,0
21778,Desktop,Control,0
21779,Desktop,Control,0
21780,Desktop,Control,0
21781,Desktop,Treatment,0
21782,Mobile,Treatment,0
21783,Mobile,Control,0
21784,Mobile,Control,0
21785,Desktop,Treatment,0
21786,Desktop,Control,1
21787,Desktop,Control,1
21788,Desktop,Treatment,0
21789,Desktop,Treatment,0
21790,Desktop,Control,0
21791,Desktop,Treatment,0
21792,Desktop,Control,0
21793,Desktop,Treatment,0
21794,Mobile,Control,0
21795,Mobile,Treatment,0
21796,Desktop,Treatment,0
21797,Desktop,Treatment,1
21798,Mobile,Control,0
21799,Desktop,Treatment,0
21800,Desktop,Control,0
21801,Desktop,Control,0
21802,Desktop,Control,0
21803,Desktop,Control,1
21804,Mobile,Treatment,0
21805,Desktop,Control,0
21806,Desktop,Treatment,0
21807,Desktop,Treatment,0
21808,Desktop,Control,0
21809,Desktop,Treatment,0
21810,Desktop,Control,0
21811,Desktop,Treatment,0
21812,Desktop,Control,0
21813,Desktop,Control,0
21814,Desktop,Control,0
21815,Desktop,Control,0
21816,Desktop,Treatment,1
21817,Desktop,Treatment,0
21818,Desktop,Treatment,0
21819,Mobile,Control,0
21820,Mobile,Treatment,0
21821,Desktop,Control,1
21822,Desktop,Control,0
21823,Desktop,Treatment,0
21824,Desktop,Treatment,0
21825,Desktop,Control,0
21826,Desktop,Control,1
21827,Desktop,Control,1
21828,Desktop,Control,0
21829,Desktop,Control,0
21830,Desktop,Control,0
21831,Desktop,Control,0
21832,Desktop,Control,0
21833,Desktop,Treatment,0
21834,Mobile,Control,0
21835,Desktop,Control,1
21836,Mobile,Treatment,0
21837,Desktop,Treatment,0
21838,Desktop,Control,0
21839,Desktop,Treatment,0
21840,Desktop,Treatment,0
21841,Desktop,Control,0
21842,Mobile,Treatment,0
21843,Desktop,Control,0
21844,Desktop,Control,0
21845,Desktop,Treatment,1
21846,Mobile,Control,0
21847,Desktop,Treatment,0
21848,Desktop,Control,0
21849,Desktop,Treatment,0
21850,Desktop,Treatment,0
21851,Desktop,Control,0
21852,Desktop,Control,0
21853,Desktop,Control,0
21854,Desktop,Treatment,1
21855,Desktop,Control,0
21856,Mobile,Control,0
21857,Desktop,Treatment,0
21858,Desktop,Control,1
21859,Desktop,Control,0
21860,Desktop,Control,0
21861,Desktop,Control,0
21862,Desktop,Control,0
21863,Desktop,Control,0
21864,Mobile,Treatment,0
21865,Desktop,Control,0
21866,Mobile,Treatment,0
21867,Desktop,Treatment,0
21868,Desktop,Control,0
21869,Desktop,Control,0
21870,Desktop,Control,1
21871,Desktop,Control,1
21872,Desktop,Control,0
21873,Desktop,Treatment,0
21874,Desktop,Control,1
21875,Desktop,Control,0
21876,Desktop,Control,0
21877,Desktop,Treatment,0
21878,Desktop,Treatment,0
21879,Mobile,Control,0
21880,Desktop,Control,1
21881,Desktop,Control,0
21882,Desktop,Control,1
21883,Mobile,Control,0
21884,Desktop,Treatment,0
21885,Desktop,Control,1
21886,Desktop,Control,0
21887,Desktop,Control,1
21888,Desktop,Treatment,0
21889,Mobile,Treatment,0
21890,Desktop,Treatment,0
21891,Mobile,Control,0
21892,Desktop,Control,0
21893,Mobile,Treatment,0
21894,Mobile,Treatment,0
21895,Desktop,Treatment,0
21896,Desktop,Treatment,0
21897,Desktop,Control,0
21898,Desktop,Treatment,0
21899,Desktop,Control,0
21900,Desktop,Control,0
21901,Desktop,Treatment,0
21902,Desktop,Treatment,0
21903,Mobile,Treatment,0
21904,Desktop,Treatment,0
21905,Desktop,Control,0
21906,Desktop,Treatment,0
21907,Desktop,Control,0
21908,Desktop,Treatment,0
21909,Desktop,Control,0
21910,Desktop,Control,1
21911,Desktop,Treatment,1
21912,Desktop,Treatment,0
21913,Mobile,Treatment,0
21914,Desktop,Treatment,1
21915,Desktop,Control,0
21916,Desktop,Treatment,0
21917,Desktop,Treatment,0
21918,Mobile,Treatment,1
21919,Desktop,Treatment,0
21920,Desktop,Control,0
21921,Desktop,Treatment,0
21922,Mobile,Treatment,0
21923,Desktop,Treatment,0
21924,Desktop,Treatment,0
21925,Desktop,Control,1
21926,Desktop,Treatment,1
21927,Desktop,Control,0
21928,Mobile,Control,0
21929,Desktop,Control,0
21930,Desktop,Treatment,0
21931,Desktop,Treatment,0
21932,Mobile,Treatment,0
21933,Desktop,Control,0
21934,Desktop,Treatment,0
21935,Desktop,Treatment,0
21936,Desktop,Treatment,0
21937,Desktop,Treatment,0
21938,Desktop,Control,1
21939,Desktop,Treatment,0
21940,Mobile,Control,1
21941,Desktop,Treatment,0
21942,Mobile,Treatment,0
21943,Desktop,Control,0
21944,Desktop,Control,0
21945,Desktop,Control,0
21946,Desktop,Control,0
21947,Mobile,Treatment,0
21948,Desktop,Control,0
21949,Desktop,Treatment,0
21950,Desktop,Control,0
21951,Desktop,Treatment,1
21952,Mobile,Treatment,0
21953,Desktop,Control,0
21954,Mobile,Treatment,0
21955,Desktop,Control,0
21956,Desktop,Treatment,0
21957,Mobile,Control,0
21958,Desktop,Control,0
21959,Desktop,Control,0
21960,Mobile,Treatment,0
21961,Desktop,Control,0
21962,Desktop,Control,1
21963,Desktop,Control,0
21964,Desktop,Treatment,0
21965,Mobile,Control,0
21966,Mobile,Control,0
21967,Desktop,Treatment,1
21968,Desktop,Treatment,0
21969,Mobile,Treatment,0
21970,Desktop,Treatment,0
21971,Desktop,Treatment,0
21972,Desktop,Treatment,0
21973,Mobile,Treatment,0
21974,Mobile,Treatment,0
21975,Desktop,Treatment,0
21976,Mobile,Control,0
21977,Desktop,Control,0
21978,Desktop,Treatment,1
21979,Mobile,Treatment,0
21980,Desktop,Treatment,0
21981,Desktop,Treatment,0
21982,Desktop,Treatment,0
21983,Desktop,Control,0
21984,Desktop,Treatment,0
21985,Desktop,Treatment,0
21986,Mobile,Control,0
21987,Mobile,Control,0
21988,Desktop,Treatment,0
21989,Desktop,Treatment,0
21990,Desktop,Treatment,0
21991,Desktop,Treatment,0
21992,Desktop,Control,0
21993,Desktop,Treatment,1
21994,Desktop,Treatment,0
21995,Desktop,Control,1
21996,Desktop,Control,0
21997,Desktop,Control,0
21998,Desktop,Treatment,0
21999,Desktop,Treatment,0
22000,Desktop,Control,0
